club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
833,denizlispor,Denizlispor,TR1,2.0,14,22.2,1,7.1,0,Denizli Atatürk Stadı,18745,+-0,Robert Prosinecki,https://www.transfermarkt.co.uk/denizlispor/startseite/verein/833
4083,fc-crotone,Fc Crotone,IT1,25.58,26,24.7,12,46.2,5,Ezio Scida,16640,£-1.13m,Giovanni Stroppa,https://www.transfermarkt.co.uk/fc-crotone/startseite/verein/4083
4171,benevento-calcio,Benevento Calcio,IT1,23.78,32,25.7,12,37.5,5,Ciro Vigorito,16867,+£720Th.,Filippo Inzaghi,https://www.transfermarkt.co.uk/benevento-calcio/startseite/verein/4171
4603,ae-larisa,Ae Larisa,GR1,6.26,35,24.4,8,22.9,2,Stadio Alkazar,13108,+£95Th.,Michalis Grigoriou,https://www.transfermarkt.co.uk/ae-larisa/startseite/verein/4603
130,parma-calcio-1913,Parma Calcio 1913,IT1,92.3,39,26.1,24,61.5,7,Ennio Tardini,22352,£-24.39m,Roberto D'Aversa,https://www.transfermarkt.co.uk/parma-calcio-1913/startseite/verein/130
2553,kilmarnock-fc,Kilmarnock Fc,SC1,4.88,22,26.8,8,36.4,0,"BBSP Stadium, Rugby Park",18128,+-0,Alex Dyer,https://www.transfermarkt.co.uk/kilmarnock-fc/startseite/verein/2553
369,lyngby-bk,Lyngby Bk,DK1,5.06,26,24.4,3,11.5,1,Lyngby Stadion,10000,+£1.08m,Christian Nielsen,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
2414,ac-horsens,Ac Horsens,DK1,4.55,21,24.8,4,19.0,1,Casa Arena Horsens,10400,+-0,Bo Henriksen,https://www.transfermarkt.co.uk/ac-horsens/startseite/verein/2414
2282,fc-brugge,Fc Brugge,BE1,148.73,30,24.3,18,60.0,10,Jan-Breydel-Stadion,29062,£-16.80m,Alfred Schreuder,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
6912,fc-vizela,Fc Vizela,PO1,11.21,24,27.2,14,58.3,0,Estádio do Vizela,6565,+£118Th.,Álvaro Pacheco,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
1245,kas-eupen,Kas Eupen,BE1,16.04,27,25.5,18,66.7,5,Kehrweg-Stadion,8331,+-0,Stefan Krämer,https://www.transfermarkt.co.uk/kas-eupen/startseite/verein/1245
11127,ural-ekaterinburg,Ural Ekaterinburg,RU1,17.21,27,26.6,8,29.6,3,Ekaterinburg Arena,27000,+£99Th.,Igor Shalimov,https://www.transfermarkt.co.uk/ural-ekaterinburg/startseite/verein/11127
49702,fk-nizhny-novgorod,Fk Nizhny Novgorod,RU1,12.06,20,27.0,6,30.0,3,Nizhny Novgorod Stadium,43319,£-357Th.,Aleksandr Kerzhakov,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
583,fc-paris-saint-germain,Fc Paris Saint Germain,FR1,824.13,36,26.1,24,66.7,18,Parc des Princes,49691,£-64.80m,Mauricio Pochettino,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
235,rkc-waalwijk,Rkc Waalwijk,NL1,9.27,27,25.6,15,55.6,4,Mandemakers Stadion,7508,+£180Th.,Joseph Oosting,https://www.transfermarkt.co.uk/rkc-waalwijk/startseite/verein/235
1435,go-ahead-eagles-deventer,Go Ahead Eagles Deventer,NL1,9.02,29,24.4,13,44.8,3,De Adelaarshorst,9909,+£1.71m,Kees van Wonderen,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
61825,fk-minaj,Fk Minaj,UKR1,4.37,24,25.1,2,8.3,1,Avangard,12000,+£180Th.,Mykhaylo Starostyak,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
26459,nk-veres-rivne,Nk Veres Rivne,UKR1,4.77,20,27.9,1,5.0,1,Avangard,12080,+-0,Yuriy Virt,https://www.transfermarkt.co.uk/nk-veres-rivne/startseite/verein/26459
49364,ingulets-petrove,Ingulets Petrove,UKR1,5.36,24,28.0,5,20.8,1,Stadion Zirka im. Stanislava Berezkina,13305,+-0,Sergiy Lavrynenko,https://www.transfermarkt.co.uk/ingulets-petrove/startseite/verein/49364
2715,rfc-seraing,Rfc Seraing,BE1,10.17,28,24.0,16,57.1,5,Stade du Paray,6744,+-0,Jean-Louis Garcia,https://www.transfermarkt.co.uk/rfc-seraing/startseite/verein/2715
6418,panetolikos-gfs,Panetolikos Gfs,GR1,7.38,27,26.7,14,51.9,2,Gipedo Panetolikou,5230,+£540Th.,Giannis Anastasiou,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
1531,fc-elche,Fc Elche,ES1,40.68,25,30.0,10,40.0,2,Manuel Martínez Valero,33732,£-6.48m,Francisco Rodríguez,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
3522,spezia-calcio,Spezia Calcio,IT1,63.0,31,23.7,22,71.0,9,Alberto Picco,10336,£-16.74m,Thiago Motta,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
475,vv-st-truiden,Vv St Truiden,BE1,17.62,29,25.6,18,62.1,5,Stayen,14600,+£4.32m,Bernd Hollerbach,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
380,us-salernitana-1919,Us Salernitana 1919,IT1,28.98,30,27.3,16,53.3,6,Arechi,31300,£-2.97m,Stefano Colantuono,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
10484,kasimpasa,Kasimpasa,TR1,19.62,26,27.3,15,57.7,4,Recep Tayyip Erdoğan Stadyumu,13856,+-0,Özgür Öcal,https://www.transfermarkt.co.uk/kasimpasa/startseite/verein/10484
2381,sivasspor,Sivasspor,TR1,25.45,28,29.3,13,46.4,4,Yeni 4 Eylül Stadı,27532,£-900Th.,Riza Calimbay,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
7775,hatayspor,Hatayspor,TR1,27.29,25,27.1,13,52.0,9,Yeni Hatay Stadyumu,25000,+£3.33m,Ömer Erdogan,https://www.transfermarkt.co.uk/hatayspor/startseite/verein/7775
2832,gaziantep-fk,Gaziantep Fk,TR1,27.88,31,27.2,15,48.4,5,Kalyon Stadyumu,33502,£-1.22m,Erol Bulut,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
6646,fatih-karagumruk,Fatih Karagumruk,TR1,28.31,33,27.1,16,48.5,3,Atatürk Olimpiyat,74753,+£2.70m,Volkan Demirel,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
2293,konyaspor,Konyaspor,TR1,30.58,27,27.9,13,48.1,10,Medaş Konya Büyükşehir Stadyumu,42000,£-1.42m,Ilhan Palut,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
3205,kayserispor,Kayserispor,TR1,25.43,28,27.8,16,57.1,3,Büyükşehir Belediyesi Kadir Has,32864,+£1.30m,Hikmet Karaman,https://www.transfermarkt.co.uk/kayserispor/startseite/verein/3205
589,antalyaspor,Antalyaspor,TR1,26.19,31,26.8,14,45.2,3,Antalya Stadyumu,32537,+£329Th.,Nuri Sahin,https://www.transfermarkt.co.uk/antalyaspor/startseite/verein/589
11688,giresunspor,Giresunspor,TR1,20.7,28,26.6,14,50.0,4,Çotanak Spor Kompleksi,21500,£-90Th.,Hakan Keles,https://www.transfermarkt.co.uk/giresunspor/startseite/verein/11688
19789,yeni-malatyaspor,Yeni Malatyaspor,TR1,21.04,28,25.2,12,42.9,4,Yeni Malatya Stadyumu,25745,£-2.25m,Marius Sumudica,https://www.transfermarkt.co.uk/yeni-malatyaspor/startseite/verein/19789
141,galatasaray-istanbul,Galatasaray Istanbul,TR1,97.54,32,26.8,15,46.9,18,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52223,£-22.32m,Fatih Terim,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
6890,istanbul-basaksehir-fk,Istanbul Basaksehir Fk,TR1,39.42,29,27.8,13,44.8,6,Başakşehir Fatih Terim,17156,+£3.24m,Emre Belözoglu,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
449,trabzonspor,Trabzonspor,TR1,91.87,29,27.0,13,44.8,11,Şenol Güneş Spor Kompleksi,40782,£-7.76m,Abdullah Avci,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
114,besiktas-istanbul,Besiktas Istanbul,TR1,100.33,32,28.0,18,56.3,13,Vodafone Park,42590,£-6.35m,Hakan Caliskan,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
607,venezia-fc,Venezia Fc,IT1,74.09,35,26.5,21,60.0,10,Pier Luigi Penzo,11150,£-18.80m,Paolo Zanetti,https://www.transfermarkt.co.uk/venezia-fc/startseite/verein/607
36,fenerbahce-istanbul,Fenerbahce Istanbul,TR1,117.92,33,25.4,18,54.5,12,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47834,£-9.71m,Zeki Murat Göle,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
1038,sampdoria-genua,Sampdoria Genua,IT1,88.83,25,27.3,11,44.0,6,Luigi Ferraris,36348,£-6.75m,Roberto D'Aversa,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
410,udinese-calcio,Udinese Calcio,IT1,91.4,25,27.5,21,84.0,3,Dacia Arena,25144,+£52.49m,Gabriele Cioffi,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
276,hellas-verona,Hellas Verona,IT1,109.13,27,26.9,14,51.9,5,Marcantonio Bentegodi,39211,+£3.78m,Igor Tudor,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
126,caykur-rizespor,Caykur Rizespor,TR1,16.36,29,27.2,14,48.3,5,Çaykur Didi,15332,+-0,Hamza Hamzaoglu,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126
1025,fc-bologna,Fc Bologna,IT1,130.91,30,26.1,20,66.7,10,Stadio Renato Dall’Ara,36462,£-7.03m,Sinisa Mihajlovic,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025
416,fc-turin,Fc Turin,IT1,171.88,30,26.3,20,66.7,15,Stadio Grande Torino,27994,+£5.49m,Ivan Juric,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
6574,us-sassuolo,Us Sassuolo,IT1,201.87,28,27.3,16,57.1,12,Mapei Stadium - Città del Tricolore,21584,£-5.40m,Alessio Dionisi,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
398,lazio-rom,Lazio Rom,IT1,245.57,32,27.7,25,78.1,12,Olimpico di Roma,73261,£-4.82m,Maurizio Sarri,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
430,ac-florenz,Ac Florenz,IT1,261.63,28,26.8,17,60.7,13,Artemio Franchi,47282,£-20.12m,Vincenzo Italiano,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
2375,altay-sk,Altay Sk,TR1,14.69,29,28.5,13,44.8,4,Alsancak Mustafa Denizli Stadı,15000,£-2.35m,Mustafa Denizli,https://www.transfermarkt.co.uk/altay-sk/startseite/verein/2375
800,atalanta-bergamo,Atalanta Bergamo,IT1,353.79,25,27.6,16,64.0,17,Gewiss Stadium,22512,£-24.39m,Gian Piero Gasperini,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
252,genua-cfc,Genua Cfc,IT1,85.28,36,27.5,18,50.0,8,Luigi Ferraris,36599,£-4.32m,Andriy Shevchenko,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
749,fc-empoli,Fc Empoli,IT1,85.05,28,25.4,10,35.7,5,Carlo Castellani,19847,+£14.49m,Aurelio Andreazzoli,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
1467,goztepe,Goztepe,TR1,24.68,29,25.1,10,34.5,5,Gürsel Aksel Stadyumu,19713,£-1.49m,Nestor El Maestro,https://www.transfermarkt.co.uk/goztepe/startseite/verein/1467
6195,ssc-neapel,Ssc Neapel,IT1,448.38,25,27.7,17,68.0,16,Stadio Diego Armando Maradona,54726,£-14.94m,Luciano Spalletti,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
1390,cagliari-calcio,Cagliari Calcio,IT1,118.62,29,27.0,15,51.7,7,Unipol Domus,16416,£-5.67m,Walter Mazzarri,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
12,as-rom,As Rom,IT1,352.94,31,25.2,20,64.5,18,Olimpico di Roma,73261,£-100.11m,José Mourinho,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12
46,inter-mailand,Inter Mailand,IT1,472.05,26,29.4,17,65.4,17,Giuseppe Meazza,75923,+£144.95m,Simone Inzaghi,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
60949,volos-nps,Volos Nps,GR1,7.47,24,26.8,17,70.8,1,Panthessaliko Stadio,22700,+£1.35m,Konstantinos Bratsos,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
11282,alanyaspor,Alanyaspor,TR1,36.56,29,27.2,14,48.3,4,Bahçeşehir Okulları Stadyumu,10128,+£4.42m,Francesco Farioli,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
5,ac-mailand,Ac Mailand,IT1,426.69,29,26.9,19,65.5,17,Giuseppe Meazza,75923,£-63.09m,Stefano Pioli,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
3840,adana-demirspor,Adana Demirspor,TR1,32.49,27,27.5,14,51.9,5,Yeni Adana Stadyumu,33000,£-1.71m,Vincenzo Montella,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
653,ofi-kreta,Ofi Kreta,GR1,11.88,31,27.1,14,45.2,3,Gipedo Theodoros Vardinogiannis,9088,+£585Th.,Nikolaos Nioplias,https://www.transfermarkt.co.uk/ofi-kreta/startseite/verein/653
3060,atromitos-athen,Atromitos Athen,GR1,9.41,27,26.2,8,29.6,1,Stadio Peristeriou,9050,+-0,Nikolaos Lazaridis,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
265,panathinaikos-athen,Panathinaikos Athen,GR1,29.03,30,27.4,18,60.0,3,Apostolos Nikolaidis,15000,+£180Th.,Ivan Jovanovic,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
2441,aek-athen,Aek Athen,GR1,38.57,29,27.9,20,69.0,13,Olympiako Stadio Athinon,69618,£-1.99m,Argirios Giannikis,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
1091,paok-thessaloniki,Paok Thessaloniki,GR1,55.71,30,27.5,23,76.7,9,Toumba Stadium,28703,+£16.65m,Razvan Lucescu,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
683,olympiakos-piraus,Olympiakos Piraus,GR1,108.72,34,26.6,22,64.7,16,Stadio Georgios Karaiskakis,32115,+£71Th.,Pedro Martins,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
506,juventus-turin,Juventus Turin,IT1,476.46,25,27.6,14,56.0,18,Allianz Stadium,41507,+£2.79m,Massimiliano Allegri,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
1108,deportivo-alaves,Deportivo Alaves,ES1,53.37,26,27.2,7,26.9,3,Mendizorrotza,19840,+£2.12m,José Luis Mendilibar,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
367,rayo-vallecano,Rayo Vallecano,ES1,54.27,26,27.8,13,50.0,4,Campo de Fútbol de Vallecas,15105,£-1.89m,Andoni Iraola,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
3999,pas-lamia-1964,Pas Lamia 1964,GR1,7.52,30,27.8,10,33.3,2,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,Michalis Grigoriou,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
2671,pas-giannina,Pas Giannina,GR1,7.65,28,26.2,12,42.9,3,Stadio Zosimades,7652,£-45Th.,Iraklis Metaxas,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
3368,ud-levante,Ud Levante,ES1,74.79,27,28.3,7,25.9,3,Ciutat de València,25354,£-1.13m,Alessio Lisci,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
6676,asteras-tripolis,Asteras Tripolis,GR1,7.88,37,24.2,21,56.8,0,Gipedo Theodoros Kolokotronis,7423,+£990Th.,Milan Rastavac,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
714,espanyol-barcelona,Espanyol Barcelona,ES1,94.5,25,27.6,5,20.0,6,RCDE Stadium,40500,£-4.95m,Vicente Moreno,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
441,apollon-smyrnis,Apollon Smyrnis,GR1,7.38,29,29.2,18,62.1,2,"Gipedo Rizoupolis ""Georgios Kamaras""",14200,+-0,Gianluca Festa,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
237,rcd-mallorca,Rcd Mallorca,ES1,59.04,26,27.3,10,38.5,6,Son Moix,20500,£-450Th.,Luis García,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
553,ionikos-nikeas,Ionikos Nikeas,GR1,7.43,28,28.1,13,46.4,2,Dimotiko Gipedo Neapolis,5500,+-0,Dimitrios Spanos,https://www.transfermarkt.co.uk/ionikos-nikeas/startseite/verein/553
2687,fc-cadiz,Fc Cadiz,ES1,45.45,28,28.0,11,39.3,7,Nuevo Mirandilla,21094,£-5.94m,Álvaro Cervera,https://www.transfermarkt.co.uk/fc-cadiz/startseite/verein/2687
621,athletic-bilbao,Athletic Bilbao,ES1,172.44,25,26.8,0,,2,San Mamés,53289,+-0,Marcelino,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
1049,fc-valencia,Fc Valencia,ES1,236.25,26,25.8,17,65.4,13,Mestalla,48600,£-10.85m,Pepe Bordalás,https://www.transfermarkt.co.uk/fc-valencia/startseite/verein/1049
3709,fc-getafe,Fc Getafe,ES1,114.66,25,27.4,13,52.0,8,Coliseum Alfonso Pérez,16800,+£4.95m,Quique Sánchez Flores,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
331,ca-osasuna,Ca Osasuna,ES1,82.71,27,28.0,4,14.8,1,El Sadar,23576,£-7.83m,Jagoba Arrasate,https://www.transfermarkt.co.uk/ca-osasuna/startseite/verein/331
150,real-betis-sevilla,Real Betis Sevilla,ES1,208.89,28,28.8,11,39.3,9,Benito Villamarín,59378,+£9.45m,Manuel Pellegrini,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
131,fc-barcelona,Fc Barcelona,ES1,573.75,30,25.6,16,53.3,21,Camp Nou,99354,£-9.00m,Xavi,https://www.transfermarkt.co.uk/fc-barcelona/startseite/verein/131
1050,fc-villarreal,Fc Villarreal,ES1,310.41,26,28.4,11,42.3,12,La Cerámica,23500,£-41.63m,Unai Emery,https://www.transfermarkt.co.uk/fc-villarreal/startseite/verein/1050
1063,viborg-ff,Viborg Ff,DK1,6.71,25,24.3,9,36.0,1,Viborg Stadion,9566,+£847Th.,Lars Friis,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
13,atletico-madrid,Atletico Madrid,ES1,584.37,22,28.4,19,86.4,19,Wanda Metropolitano,68456,£-47.03m,Diego Simeone,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
16795,fc-granada,Fc Granada,ES1,73.89,27,28.2,11,40.7,4,Nuevo Los Cármenes,19336,£-1.35m,Robert Moreno,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
443,vejle-boldklub,Vejle Boldklub,DK1,9.68,32,24.0,25,78.1,4,Vejle Stadion,10418,+£3.02m,Peter Sörensen,https://www.transfermarkt.co.uk/vejle-boldklub/startseite/verein/443
173,odense-boldklub,Odense Boldklub,DK1,9.86,28,25.0,11,39.3,2,Nature Energy Park,15790,+£2.70m,Andreas Alm,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
418,real-madrid,Real Madrid,ES1,702.0,26,27.7,18,69.2,13,Santiago Bernabéu,81044,+£42.30m,Carlo Ancelotti,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
1053,aalborg-bk,Aalborg Bk,DK1,12.92,24,25.4,9,37.5,3,Aalborg Portland Park,13800,£-450Th.,Martí Cifuentes,https://www.transfermarkt.co.uk/aalborg-bk/startseite/verein/1053
678,aarhus-gf,Aarhus Gf,DK1,17.1,25,25.2,10,40.0,5,Ceres Park,19433,£-3.74m,David Nielsen,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
2778,fc-nordsjaelland,Fc Nordsjaelland,DK1,22.37,32,21.3,18,56.3,0,Right to Dream Park,10300,+£14.99m,Flemming Pedersen,https://www.transfermarkt.co.uk/fc-nordsjaelland/startseite/verein/2778
940,celta-vigo,Celta Vigo,ES1,109.08,22,27.9,9,40.9,6,Balaídos,29000,£-6.12m,Eduardo Coudet,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
5724,randers-fc,Randers Fc,DK1,12.42,26,25.0,11,42.3,3,Cepheus Park Randers,10300,+£855Th.,Thomas Thomasberg,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
865,fc-midtjylland,Fc Midtjylland,DK1,38.88,31,23.1,16,51.6,5,MCH Arena,11535,+£13.17m,Bo Henriksen,https://www.transfermarkt.co.uk/fc-midtjylland/startseite/verein/865
681,real-sociedad-san-sebastian,Real Sociedad San Sebastian,ES1,355.5,27,26.4,6,22.2,7,Reale Arena,39500,£-2.25m,Imanol Alguacil,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
190,fc-kopenhagen,Fc Kopenhagen,DK1,44.42,28,25.5,18,64.3,13,Parken,38065,+£5.97m,Jess Thorup,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
1177,silkeborg-if,Silkeborg If,DK1,8.78,29,23.7,5,17.2,2,JYSK Park,10000,+-0,Kent Nielsen,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
206,brondby-if,Brondby If,DK1,27.5,29,24.1,12,41.4,4,Brøndby Stadion,28000,+£3.11m,Niels Frederiksen,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
762,newcastle-united,Newcastle United,GB1,201.15,27,28.0,14,51.9,8,St James' Park,52338,£-26.46m,Eddie Howe,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762
873,crystal-palace,Crystal Palace,GB1,215.96,26,27.7,14,53.8,7,Selhurst Park,26047,£-66.09m,Patrick Vieira,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
180,fc-southampton,Fc Southampton,GB1,222.08,26,26.7,15,57.7,8,St Mary's Stadium,32384,+£15.54m,Ralph Hasenhüttl,https://www.transfermarkt.co.uk/fc-southampton/startseite/verein/180
1237,brighton-amp-hove-albion,Brighton Amp Hove Albion,GB1,229.59,27,25.8,16,59.3,9,AMEX Stadium,31800,+£6.12m,Graham Potter,https://www.transfermarkt.co.uk/brighton-amp-hove-albion/startseite/verein/1237
605,aris-thessaloniki,Aris Thessaloniki,GR1,21.69,32,28.4,24,75.0,7,"Gipedo ""Kleanthis Vikelidis""",22800,£-2.50m,Apostolos Mantzios,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
399,leeds-united,Leeds United,GB1,239.4,25,24.9,15,60.0,11,Elland Road,37890,£-53.01m,Marcelo Bielsa,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
379,west-ham-united,West Ham United,GB1,315.68,24,29.1,16,66.7,12,London Stadium,60000,£-64.35m,David Moyes,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
405,aston-villa,Aston Villa,GB1,379.17,25,25.8,12,48.0,10,Villa Park,42682,+£24.46m,Steven Gerrard,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
29,fc-everton,Fc Everton,GB1,390.38,28,27.6,15,53.6,11,Goodison Park,39571,£-21.15m,Rafael Benítez,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
5817,sonderjyske,Sonderjyske,DK1,8.64,26,24.4,12,46.2,3,Sydbank Park,10000,+£720Th.,Henrik Hansen,https://www.transfermarkt.co.uk/sonderjyske/startseite/verein/5817
11,fc-arsenal,Fc Arsenal,GB1,505.8,27,25.4,17,63.0,17,Emirates Stadium,60704,£-121.23m,Mikel Arteta,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
148,tottenham-hotspur,Tottenham Hotspur,GB1,579.65,26,25.6,16,61.5,17,Tottenham Hotspur Stadium,62062,£-30.78m,Antonio Conte,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
31,fc-liverpool,Fc Liverpool,GB1,774.9,27,27.3,19,70.4,17,Anfield,54074,£-11.25m,Jürgen Klopp,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
985,manchester-united,Manchester United,GB1,778.73,29,28.0,18,62.1,20,Old Trafford,74879,£-98.91m,Ralf Rangnick,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
1148,fc-brentford,Fc Brentford,GB1,191.75,32,25.1,27,84.4,12,Brentford Community Stadium,18250,£-32.13m,Thomas Frank,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
281,manchester-city,Manchester City,GB1,892.89,24,27.2,17,70.8,18,Etihad Stadium,55017,£-30.33m,Pep Guardiola,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
18105,pfk-lviv,Pfk Lviv,UKR1,6.39,22,25.8,7,31.8,1,Arena Lviv,34915,+£90Th.,Oleg Dulub,https://www.transfermarkt.co.uk/pfk-lviv/startseite/verein/18105
6993,fk-mariupol,Fk Mariupol,UKR1,6.8,26,22.4,1,3.8,0,Stadion im. Volodymyra Boyko,12680,+-0,Ostap Markevych,https://www.transfermarkt.co.uk/fk-mariupol/startseite/verein/6993
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,330.84,26,26.4,23,88.5,14,Molineux Stadium,32050,£-1.26m,Bruno Lage,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
48726,rukh-lviv,Rukh Lviv,UKR1,7.11,26,26.2,4,15.4,0,Arena Lviv,34512,+£252Th.,Leonid Kuchuk,https://www.transfermarkt.co.uk/rukh-lviv/startseite/verein/48726
55686,metalist-1925-kharkiv,Metalist 1925 Kharkiv,UKR1,7.83,27,26.8,5,18.5,1,OSK Metalist,40003,+-0,Valeriy Kryventsov,https://www.transfermarkt.co.uk/metalist-1925-kharkiv/startseite/verein/55686
16239,desna-chernigiv,Desna Chernigiv,UKR1,7.92,20,26.9,0,,0,Stadion im. Yuriya Gagarina,12060,+£450Th.,Oleksandr Ryabokon,https://www.transfermarkt.co.uk/desna-chernigiv/startseite/verein/16239
6992,chornomorets-odessa,Chornomorets Odessa,UKR1,7.02,28,23.1,3,10.7,1,Stadion Chornomorets,34164,+-0,Roman Grygorchuk,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
1132,fc-burnley,Fc Burnley,GB1,117.9,24,30.2,10,41.7,8,Turf Moor,21994,£-20.34m,Sean Dyche,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
631,fc-chelsea,Fc Chelsea,GB1,790.65,27,27.0,18,66.7,17,Stamford Bridge,40853,+£1.76m,Thomas Tuchel,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
1003,leicester-city,Leicester City,GB1,464.22,29,27.1,18,62.1,12,King Power Stadium,32273,£-57.24m,Brendan Rodgers,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
